,Player ID,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,Year,Years Below Median,Outliers,Outliers No Rookie,Number of Years Played,Name
481,5452,69.4285714285714,246.285714285714,8.71428571428571,25.4285714285714,32.1428571428571,0.857142857142857,12.9714285714286,25.5,0.227571428571429,0.274857142857143,0.236142857142857,0.334857142857143,0.463571428571429,0.338285714285714,0.334857142857143,117.714285714286,-0.714285714285714,4.17142857142857,-5.52857142857143,0.7,2019.0,0,0,0,1,Ji-Man Choi
482,5462,65.0,199.666666666667,7.0,22.0,18.6666666666667,1.33333333333333,10.6666666666667,28.4666666666667,0.169,0.355333333333333,0.265666666666667,0.342,0.434666666666667,0.339333333333333,,109.666666666667,-0.9,0.466666666666667,-4.63333333333333,0.2,2010.33333333333,2,0,0,6,Bryan LaHair
483,5476,17.6666666666667,46.0,2.0,4.0,5.33333333333333,0.0,7.1,23.9333333333333,0.122666666666667,0.239333333333333,0.205333333333333,0.271,0.328,0.27,,65.0,-0.466666666666667,-2.1,-0.1,-0.0666666666666667,2012.0,1,1,0,8,Brandon Laird
484,5481,55.3333333333333,168.666666666667,3.33333333333333,17.3333333333333,16.6666666666667,3.16666666666667,4.81666666666667,27.7833333333333,0.108166666666667,0.321,0.241666666666667,0.277666666666667,0.349666666666667,0.276,,70.5,0.583333333333333,-3.96666666666667,-4.11666666666667,-0.266666666666667,2013.5,4,0,0,7,Jimmy Paredes
485,5485,50.3333333333333,164.166666666667,2.83333333333333,18.8333333333333,13.6666666666667,1.83333333333333,5.23333333333333,21.1833333333333,0.136666666666667,0.289,0.239333333333333,0.279833333333333,0.376166666666667,0.282833333333333,,75.6666666666667,-0.833333333333333,-3.18333333333333,-1.11666666666667,0.0833333333333333,2016.5,1,1,1,6,Jose Pirela
486,5486,45.5,136.3,2.4,16.8,11.8,2.7,9.66,24.81,0.1359,0.2916,0.2274,0.3046,0.3634,0.294,,82.2,0.2,-2.53,-0.67,0.14,2017.5,3,0,1,7,Abraham Almonte
487,5491,44.0909090909091,131.727272727273,2.81818181818182,12.8181818181818,15.0909090909091,0.363636363636364,3.67272727272727,24.6545454545455,0.0883636363636364,0.261909090909091,0.199181818181818,0.229090909090909,0.287636363636364,0.225545454545455,,37.1818181818182,-0.890909090909091,-6.65454545454545,0.918181818181818,-0.127272727272727,2016.90909090909,4,0,0,4,Austin Romine
488,5496,17.5,23.0,0.5,5.0,0.5,2.5,1.65,25.25,0.069,0.2625,0.1975,0.2105,0.2665,0.21,,32.5,0.15,-1.45,1.35,0.05,2012.5,3,0,0,5,Francisco Peguero
489,5497,103.545454545455,352.909090909091,9.72727272727273,38.1818181818182,37.7272727272727,4.0,6.50909090909091,20.6090909090909,0.137545454545455,0.286909090909091,0.243090909090909,0.300727272727273,0.380636363636364,0.297363636363636,,87.4545454545455,-1.25454545454545,-3.55454545454545,1.44545454545455,1.0,2017.0,3,0,0,4,Marwin Gonzalez
490,5503,14.6666666666667,31.3333333333333,0.333333333333333,2.33333333333333,3.33333333333333,0.0,8.0,19.4,0.105666666666667,0.227,0.181666666666667,0.246666666666667,0.287,0.236666666666667,,44.3333333333333,-0.166666666666667,-3.2,-1.3,-0.333333333333333,2016.66666666667,6,1,0,9,Corban Joseph
491,5506,44.7142857142857,122.571428571429,4.57142857142857,13.1428571428571,14.4285714285714,0.428571428571429,12.0142857142857,28.6428571428571,0.206571428571429,0.277285714285714,0.216571428571429,0.310714285714286,0.422857142857143,0.320714285714286,,97.0,-0.2,-0.257142857142857,-1.52857142857143,0.214285714285714,2011.0,2,0,0,2,George Kottaras
492,5514,45.2,173.0,5.6,14.6,20.8,0.0,5.2,21.36,0.1742,0.2842,0.2508,0.2906,0.4252,0.3094,,97.0,-2.08,-3.68,-6.58,-0.48,2013.0,3,0,0,6,Jesus Montero
493,5517,37.0,110.5,5.0,11.6666666666667,14.5,0.0,5.08333333333333,27.9666666666667,0.173833333333333,0.1965,0.173166666666667,0.218666666666667,0.347,0.243333333333333,0.286,50.0,-0.05,-3.96666666666667,5.25,0.516666666666667,2019.5,2,0,0,2,Kyle Higashioka
494,5519,73.6666666666667,266.222222222222,1.11111111111111,25.0,17.5555555555556,1.77777777777778,7.4,16.6777777777778,0.0592222222222222,0.245222222222222,0.209222222222222,0.275222222222222,0.268111111111111,0.244111111111111,,52.7777777777778,-0.133333333333333,-6.02222222222222,2.57777777777778,0.522222222222222,2014.11111111111,1,0,0,4,Ruben Tejada
495,5552,13.5,19.5,0.0,2.0,2.0,0.0,7.5,36.15,0.0905,0.3165,0.1905,0.2525,0.281,0.2405,,47.5,0.1,-1.35,-0.15,-0.1,2014.5,7,0,0,10,Jamie Romak
496,5557,74.5833333333333,265.916666666667,9.16666666666667,31.4166666666667,31.75,0.416666666666667,10.2666666666667,33.7333333333333,0.141416666666667,0.259833333333333,0.192083333333333,0.27625,0.3335,0.272416666666667,,62.75,-0.175,-3.39166666666667,-1.44166666666667,0.425,2012.5,1,0,0,1,Jarrod Saltalamacchia
497,5578,9.0,10.0,0.0,3.0,0.0,0.0,10.0,40.0,0.0,0.2,0.111,0.2,0.111,0.16,,-16.0,0.3,-1.2,0.0,-0.1,2006.0,3,0,0,4,Drew Anderson
498,5588,60.0,186.166666666667,1.66666666666667,20.3333333333333,15.5,2.5,10.15,23.55,0.08,0.293833333333333,0.225,0.309,0.304833333333333,0.280666666666667,,67.5,-0.466666666666667,-4.61666666666667,-1.51666666666667,0.0333333333333333,2009.33333333333,0,0,0,2,Mitch Maier
499,5590,69.0,169.0,0.0,24.3333333333333,9.66666666666667,6.66666666666667,12.9666666666667,18.35,0.0373333333333333,0.265333333333333,0.211666666666667,0.318666666666667,0.249166666666667,0.270333333333333,,61.8333333333333,1.33333333333333,-1.86666666666667,-1.65,0.233333333333333,2008.5,1,0,0,1,Reggie Willits
500,5631,116.666666666667,465.533333333333,19.1333333333333,63.3333333333333,68.7333333333333,12.2666666666667,7.09333333333333,24.7,0.1884,0.334733333333333,0.276866666666667,0.327466666666667,0.4654,0.338333333333333,,109.933333333333,0.406666666666667,11.34,-9.68,1.68666666666667,2013.0,1,0,0,1,Matt Kemp
501,5633,12.0,39.0,0.0,3.0,6.0,0.0,0.0,25.6,0.027,0.25,0.189,0.205,0.216,0.189,,7.0,-0.3,-4.6,-2.5,-0.6,2010.0,3,0,0,4,Lucas May
502,5653,57.5555555555556,188.0,5.11111111111111,22.7777777777778,18.7777777777778,3.88888888888889,8.36666666666667,33.6444444444444,0.106,0.191333333333333,0.162888888888889,0.238666666666667,0.268666666666667,0.230666666666667,,36.5555555555556,0.233333333333333,-1.81111111111111,2.12222222222222,0.655555555555556,2010.0,4,0,0,5,Ryan Roberts
503,5663,17.0,22.0,0.0,0.5,0.5,0.5,0.0,36.0,0.0165,0.065,0.05,0.087,0.0665,0.0775,,-67.5,-0.35,-4.3,-0.1,-0.4,2013.5,2,1,0,8,Neftali Soto
504,5665,19.75,49.75,0.5,4.75,5.0,0.0,6.825,26.8,0.05775,0.27875,0.20975,0.2605,0.2675,0.23525,,39.5,-0.1,-3.675,-0.475,-0.3,2011.5,4,0,1,5,Yamaico Navarro
505,5666,58.5,196.75,7.25,19.0,24.0,0.5,8.7375,19.4125,0.142875,0.233625,0.206875,0.284625,0.35,0.278625,,70.5,-1.1,-2.7625,-1.0,0.2625,2014.5,2,0,0,3,Devin Mesoraco
506,5667,63.125,236.875,9.0,27.875,25.875,5.25,8.9125,35.0875,0.16675,0.263125,0.189875,0.26875,0.356375,0.274,,71.5,1.3125,1.5,-1.6125,0.775,2017.875,4,1,0,5,Steven Souza Jr.
507,5677,61.0909090909091,209.363636363636,4.0,17.6363636363636,20.8181818181818,0.181818181818182,9.88181818181818,21.1454545454545,0.088,0.242181818181818,0.207636363636364,0.291,0.295272727272727,0.262818181818182,,64.8181818181818,-1.98181818181818,-2.92727272727273,-1.80909090909091,0.172727272727273,2013.0,1,0,0,1,A.J. Ellis
508,5715,9.33333333333333,24.3333333333333,0.666666666666667,2.33333333333333,2.0,0.333333333333333,2.23333333333333,60.0,0.119666666666667,0.24,0.162,0.183333333333333,0.281666666666667,0.204333333333333,,27.0,0.3,-0.366666666666667,-0.0666666666666667,0.0666666666666667,2009.66666666667,3,0,0,5,Jai Miller
509,5716,7.0,14.0,0.0,1.0,1.0,0.0,7.1,57.1,0.0,0.25,0.083,0.214,0.083,0.165,,-3.0,0.3,-1.4,-0.4,-0.1,2011.0,1,1,1,7,Josh Rodriguez
510,5735,25.3333333333333,50.6666666666667,0.666666666666667,5.33333333333333,3.66666666666667,0.333333333333333,3.6,22.1,0.0573333333333333,0.286666666666667,0.227666666666667,0.257666666666667,0.285,0.241333333333333,,42.3333333333333,-0.1,-1.56666666666667,0.2,-9.25411729306898e-18,2009.66666666667,2,0,0,3,Edwin Maysonet
511,5751,65.1,184.6,4.5,19.2,18.0,6.9,4.9,22.76,0.0709,0.2861,0.2372,0.276,0.3081,0.2582,,57.0,0.87,-5.59,1.56,0.19,2016.5,2,1,1,6,Hernan Perez
512,5760,95.3636363636364,375.363636363636,12.2727272727273,44.0,46.3636363636364,4.45454545454545,6.25454545454545,23.6818181818182,0.138545454545455,0.324545454545455,0.265454545454545,0.320454545454545,0.404090909090909,0.313818181818182,,97.3636363636364,-1.11818181818182,-0.654545454545454,-2.70909090909091,0.936363636363636,2017.0,2,1,0,4,Avisail Garcia
513,5812,25.0,65.0,1.0,6.0,6.0,1.0,9.2,20.0,0.136,0.311,0.254,0.323,0.39,0.317,,94.0,-0.2,-0.6,-1.3,0.0,2011.0,1,0,0,3,Blake Davis
514,5827,101.5,354.7,12.6,40.4,44.6,0.5,6.21,14.32,0.1693,0.2723,0.2606,0.3101,0.4298,0.3173,,101.0,-1.88,-0.02,-1.54,1.01,2017.5,1,1,1,5,Wilmer Flores
515,5834,37.0,86.3333333333333,3.0,9.33333333333333,10.6666666666667,0.333333333333333,4.83333333333333,16.7666666666667,0.185333333333333,0.259666666666667,0.244666666666667,0.286,0.429333333333333,0.308666666666667,,99.3333333333333,-0.7,-1.66666666666667,1.06666666666667,0.2,2012.0,1,1,0,6,Brett Pill
516,5848,20.0,50.5,2.0,4.0,3.5,0.0,6.05,17.9,0.14,0.1375,0.15,0.1995,0.29,0.205,,24.5,-0.25,-4.55,0.25,-0.3,2010.5,1,1,1,6,Russ Mitchell
517,5851,18.0,19.0,0.0,2.0,1.0,0.0,10.5,21.1,0.0,0.231,0.176,0.263,0.176,0.216,,17.0,0.3,-1.7,-1.6,-0.3,2008.0,1,0,0,3,Jamie D'Antona
