"Player ID","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","vFA (pi)","ERA","xERA","FIP","xFIP","WAR","Year","Years Below Median","Outliers","Outliers No Rookie","Number of Years Played"
8137,12,9.33333333333333,0,30.6666666666667,30,176.166666666667,7.44666666666667,2.94333333333333,0.85,0.305,90.7,3.64333333333333,NA,3.71,3.56666666666667,2.23333333333333,2012.33333333333,1,0,0,1
8173,13.2857142857143,10,0,31.8571428571429,31.8571428571429,191.1,8.21714285714286,3.35428571428571,0.932857142857143,0.296571428571429,92.4142857142857,3.69428571428571,NA,3.76428571428571,3.63285714285714,2.41428571428571,2012,0,0,0,1
8223,11.3333333333333,9.66666666666667,0,30.6666666666667,30.6666666666667,177.066666666667,6.03,2.37333333333333,0.983333333333333,0.299,92,3.88,NA,4.06666666666667,3.95333333333333,2.4,2014.33333333333,1,0,0,1
8268,11,10,0,29,29,176.2,5.55,2.7,1.27,0.264,92.3,3.92,NA,4.72,4.56,1.7,2009,0,0,0,1
8362,12.3333333333333,10.3333333333333,0,32,32,193.366666666667,8.01666666666667,2.5,1.04666666666667,0.291666666666667,93.8333333333333,3.91333333333333,NA,3.79666666666667,3.90333333333333,3.16666666666667,2014.66666666667,0,0,0,1
8375,8,12,0,30,28,170,4.29,2.7,1.38,0.287,91.4,4.98,NA,5.14,4.71,0.5,2010,1,0,0,2
8586,9,9,0,28,26,163,6.4,2.26,0.77,0.275,91.1,3.75,NA,3.58,3.86,3.1,2011,2,0,0,4
8591,12.5,7,0,30.5,29.5,177.15,6.495,3.045,1.07,0.282,92.25,4.165,NA,4.34,4.32,2.1,2009.5,1,0,0,2
8753,12.6,11.2,0,31.8,31,186.9,7.55,2.672,1.062,0.2914,92.26,3.808,NA,4.066,4.244,2.72,2016.8,1,0,0,3
8779,11.4285714285714,10,0,31.5714285714286,31.1428571428571,183.828571428571,7.15142857142857,2.80857142857143,0.991428571428571,0.304142857142857,91.4571428571429,4.05714285714286,NA,3.97857142857143,3.96142857142857,2.32857142857143,2015.71428571429,2,0,0,3
9129,11.5,10.5,0,32.5,32.5,188.2,7.99,3.075,1.005,0.3,91.95,3.905,NA,3.935,4.055,1.95,2011,2,0,0,2
9323,10.6666666666667,9.66666666666667,0,28.8333333333333,28.6666666666667,172.616666666667,8.92166666666667,2.68666666666667,1.185,0.311333333333333,91.8666666666667,4.05333333333333,NA,3.84166666666667,3.66333333333333,3.03333333333333,2018,0,0,0,2
9388,12.5,8,0,28,27.5,169.55,5.47,1.085,1.585,0.2645,88.5,4.325,NA,4.575,4.08,1.55,2013.5,1,0,0,3
9417,15,12,0,32,31,197,7.17,2.15,0.82,0.298,90.5,3.11,NA,3.48,3.55,2.4,2013,1,0,0,2
9425,11.8,11,0,30,29.6,187.88,5.788,1.906,0.786,0.2934,89.08,3.532,NA,3.722,3.974,3.02,2012.8,1,0,0,2
9434,11.3333333333333,8.5,0,27.5,27.1666666666667,171.55,6.77333333333333,2.49333333333333,0.78,0.288333333333333,89.5333333333333,3.49333333333333,NA,3.665,3.67333333333333,2.88333333333333,2017.33333333333,0,0,0,2
9460,12,8.5,0,33.5,32,186.15,8.02,3.2,1.5,0.2635,90.25,4.01,4.235,4.73,4.86,1.6,2016.5,3,0,0,5
9492,9.5,11,0,30,29.5,173.85,8.1,3.29,1.0875,0.30175,93.45,4.0625,NA,4.0825,4.0125,1.9,2012.5,1,0,0,1
9784,14,8,0,29,29,187.65,8.195,3.01,0.57,0.269,96.7,3.13,NA,3.23,3.475,3.55,2014.5,1,0,0,2
9884,8.5,12.5,0,31.5,31.5,186.6,7.025,3.455,0.925,0.284,89.85,4.07,NA,4.135,4.505,2.2,2013.5,0,0,0,3
9901,8.5,11,0,29.5,29.5,170.1,5.805,2.875,1.06,0.304,91.7,4.735,NA,4.33,4.035,1.1,2010.5,1,1,1,6
10021,12.6666666666667,9.66666666666667,0,31.3333333333333,31.3333333333333,197.133333333333,7.96,2.59,1.19,0.270333333333333,91.6666666666667,3.64,NA,4,4.18666666666667,2.73333333333333,2014.66666666667,1,0,0,1
10123,9.33333333333333,9.83333333333333,0,28.1666666666667,28,164.3,7.23333333333333,3.20666666666667,1.035,0.292666666666667,92.7333333333333,4.34,NA,4.23833333333333,4.04833333333333,2.18333333333333,2018.33333333333,0,0,0,1
10197,10.3333333333333,11.6666666666667,0,32,31.6666666666667,187.066666666667,7.50666666666667,3.25,0.896666666666667,0.273666666666667,94.5333333333333,3.27333333333333,NA,3.88666666666667,4.09,2.13333333333333,2014,1,0,0,2
10302,12,11,0,31,31,177.2,7.14,3.24,0.81,0.299,90.1,3.95,4.28,4.02,3.98,1.3,2015,1,0,0,4
10304,13,11,0,30,30,180.1,5.74,3.64,0.45,0.29,NA,3.69,NA,3.77,4.15,2,2014,1,0,0,2
10310,10.4,7.6,0,27,27,169.28,8.808,2.564,0.688,0.2976,96.68,3.302,NA,3.218,3.592,4.06,2018.4,2,0,0,2
10314,11,6,0,34,27,163.1,6.94,2.2,0.88,0.272,92.1,3.75,3.88,3.76,3.88,2.3,2015,1,0,1,5
10547,10.3333333333333,11.6666666666667,0,30.3333333333333,30.3333333333333,177.1,8.25,3.36,0.993333333333333,0.308,94.1333333333333,4.07333333333333,3.95,4.09,4.04,2.4,2016,1,0,0,3
10587,14,8,0,32,32,186,6.68,2.85,1.06,0.31,92.5,4.79,4.65,4.26,4.14,2.5,2016,0,0,0,1
10732,11,13,0,32,32,184.2,8.97,2.92,1.12,0.293,92.9,4.48,NA,3.85,3.82,2.6,2014,1,0,0,4
10811,13,10,0,31,31,183,9.93,3.34,0.84,0.251,96.4,2.85,3.13,3.37,3.77,3.8,2018,0,0,0,3
10954,10.8,7.4,0,27.4,27.4,176.22,11.302,2.132,0.836,0.2854,96.76,2.516,2.76,2.624,2.864,5.5,2017.8,1,0,0,2
11132,14,10,0,32,32,200,7.69,2.43,1.62,0.242,89.7,3.82,NA,4.55,4.18,1.5,2013,0,0,0,1
11156,13,11,0,32.5,32.5,191.6,7.855,2.77,1.18,0.2805,92.25,3.895,4.495,4.08,4.22,2.6,2020.5,0,0,0,2
11486,12,9.4,0,31.4,31.4,178.46,11.426,3.464,1.426,0.2952,94,3.736,3.96,3.926,3.528,2.92,2019,0,0,0,1
11530,14,7,0,28.5,28.5,177.15,11.12,2.865,0.58,0.286,96,2.525,NA,2.515,2.82,5.25,2014.5,0,0,0,1
11589,11.5,9.5,0,32.5,29.5,171.6,6.355,3.015,1.18,0.2605,95.75,3.9,4.66,4.685,4.805,0.95,2017.5,1,0,1,5
11674,14,7.5,0,32,32,184.05,8.045,1.895,1.13,0.287,94.7,3.555,3.86,3.7,3.685,3.1,2020,0,0,0,2
11682,14,9,0,31.3333333333333,30.6666666666667,193.1,8.92333333333333,3.17,0.843333333333333,0.296,96.8,3.23,3.39666666666667,3.57666666666667,3.57333333333333,3.23333333333333,2016,1,0,0,1
11713,11,6.5,0,27.5,27.5,183.6,9.29,1.66,0.605,0.276,96.75,2.49,NA,2.525,2.935,5.45,2014,0,0,0,1
11760,7,12,0,30,30,175.1,8.57,2.52,1.64,0.291,90.9,4.88,3.77,4.49,4.51,1.8,2016,1,0,0,1
11762,12,8.5,0,31.5,31,190.2,9.94,2.195,0.815,0.3235,98.4,3.44,3.095,2.945,3.25,5.15,2017.5,1,0,0,2
11836,11,8,0,29,29,169.2,8.33,2.12,1.33,0.291,94.8,4.56,4.19,4.06,3.82,1.8,2015,0,0,0,2
11855,12.6666666666667,10,0,30.3333333333333,30,177.366666666667,7.79666666666667,3.45333333333333,0.856666666666667,0.297333333333333,97.2333333333333,3.91,NA,3.92,3.97666666666667,2.3,2015,0,0,0,2
12049,11.5,8,0,28.3333333333333,28.1666666666667,168.016666666667,7.48333333333333,1.82166666666667,1.02833333333333,0.280833333333333,87.9166666666667,3.43833333333333,3.66166666666667,3.73166666666667,3.89333333333333,2.98333333333333,2018.16666666667,0,0,0,2
12304,10,5.5,0,20.5,20.5,122.1,8.065,2.43,0.9,0.279,93.45,2.855,3.64,3.625,4.105,2,2021,0,0,0,1
12664,11,14,0,33,33,197.1,7.62,1.92,1.37,0.278,91.5,3.65,3.59,4.19,4.15,3,2016,1,0,0,4
12673,10,12,0,29,29,163.2,7.86,3.52,0.88,0.294,92.8,3.85,NA,4.03,3.95,1.1,2014,2,0,0,3
