"Player ID","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","Year","Years Below Median","Outliers","Outliers No Rookie","Number of Years Played"
3622,77.25,268.75,4,33.25,28,8.75,2.1,24.9,0.076,0.3705,0.27625,0.2925,0.35225,0.28175,NA,68.25,2.675,-5.8,-0.25,0.3,2007.5,0,0,0,1
3630,31,54,0,5,4,1,5.6,16.7,0.041,0.225,0.184,0.245,0.224,0.22,NA,26,0.3,-4.4,2.6,0,2010,6,1,0,6
3634,8,16,0,3,1,0,6.3,0,0.071,0.286,0.286,0.333,0.357,0.31,NA,83,0.3,-0.1,-0.8,0,2007,2,0,0,3
3640,8,5,0,2,0,0,0,80,0,0,0,0,0,0,NA,-100,0,-1.4,-0.4,-0.2,2006,0,0,0,1
3648,47.6363636363636,143.272727272727,3.81818181818182,10.6363636363636,15.4545454545455,0.0909090909090909,5.66363636363636,32.2181818181818,0.118272727272727,0.345,0.218545454545455,0.269,0.336818181818182,0.263818181818182,NA,64.0909090909091,-0.890909090909091,-6.40909090909091,8.78181818181818,0.754545454545455,2015.45454545455,1,0,0,1
3658,14,29,0,3,2,2,0,20.7,0,0.182,0.143,0.143,0.143,0.127,NA,-35,-0.3,-4.9,-0.4,-0.5,2011,3,0,0,5
3664,48.8333333333333,85.8333333333333,3.16666666666667,9.5,12.1666666666667,1.16666666666667,6.83333333333333,35.45,0.160833333333333,0.243,0.178,0.237166666666667,0.338666666666667,0.251166666666667,NA,52.5,0.95,-1.38333333333333,-0.966666666666667,0.05,2010.66666666667,1,0,0,4
3669,30.3333333333333,85.6666666666667,1,7,4.33333333333333,0.333333333333333,10.5333333333333,26.1333333333333,0.118333333333333,0.203,0.158666666666667,0.243333333333333,0.277333333333333,0.236333333333333,NA,34.3333333333333,-0.833333333333333,-6.96666666666667,-5,-0.866666666666667,2008,1,0,0,3
3674,11,25,1,4,2,0,4,24,0.304,0.294,0.261,0.28,0.565,0.345,NA,108,-0.4,-0.2,0.3,0.1,2008,0,0,0,3
3692,76.75,234.625,3.625,20.875,21.875,0.75,9.75,22.75,0.094125,0.262625,0.200875,0.281375,0.294875,0.262,NA,58.5,-0.8375,-5.8875,3.55,0.575,2010,2,0,0,3
3693,28.6666666666667,102.666666666667,1.33333333333333,7.66666666666667,9.33333333333333,0,3.26666666666667,47.5666666666667,0.0643333333333333,0.185666666666667,0.152666666666667,0.185333333333333,0.217,0.179666666666667,NA,4.66666666666667,-1.33333333333333,-6.6,-2.03333333333333,-0.533333333333333,2007,1,0,0,1
3702,16.5,18,0.5,0.5,2,0,8.3,27.05,0.1215,0.146,0.1215,0.229,0.243,0.2215,NA,33.5,-0.2,-1.75,-0.1,-0.15,2007.5,3,0,0,3
3704,112.2,355.6,2.8,40.7,28.3,2.5,7.63,13.62,0.0862,0.3067,0.2687,0.326,0.3549,0.3027,NA,86.1,-0.89,-3.81,-5.87,0.12,2010.5,1,0,0,1
3707,66.3333333333333,239.583333333333,9,25.6666666666667,30.0833333333333,0.25,9.09166666666667,23.5083333333333,0.183166666666667,0.295083333333333,0.247583333333333,0.320416666666667,0.430833333333333,0.327083333333333,NA,98.6666666666667,-1.875,-1.175,6.81666666666667,1.36666666666667,2011.5,2,0,0,2
3708,103.428571428571,329.071428571429,4.42857142857143,45.5,27.6428571428571,29.6428571428571,6.12857142857143,18.3928571428571,0.117,0.293642857142857,0.246928571428571,0.299357142857143,0.363928571428571,0.292214285714286,NA,78.5,4.66428571428571,-0.671428571428572,-1.85714285714286,0.871428571428571,2012.5,1,0,0,1
3711,100.833333333333,352,16,47.6666666666667,39.1666666666667,3,9.35,29.55,0.210166666666667,0.301,0.235,0.316166666666667,0.4455,0.3255,NA,100.666666666667,0.566666666666667,4.06666666666667,-7.76666666666667,0.783333333333333,2016.16666666667,0,0,0,2
3714,57.25,134.25,3.5,12.25,12.25,1.75,6.075,21.4,0.12725,0.26325,0.22,0.269,0.347,0.26825,NA,62.25,-0.15,-5.75,-2.35,-0.425,2010.25,1,0,0,2
3726,24,63,0,6.25,5.25,0,9.175,16.275,0.12225,0.4975,0.443,0.507,0.56525,0.47125,NA,192.5,-0.925,-1.9,-0.125,0.025,2009.25,1,0,0,1
3728,12,31,0,3.5,3.5,0,9.05,17.15,0.0675,0.284,0.227,0.315,0.2945,0.283,NA,67,-0.35,-1.65,-0.5,-0.1,2006.5,2,0,0,5
3734,9,12,0,1,0,0,0,41.7,0,0.429,0.25,0.25,0.25,0.221,NA,29,0.1,-0.9,-0.6,-0.1,2012,4,1,1,7
3735,11,18.5,0,1.5,1,0,11.55,34.3,0.05,0.298,0.1955,0.2765,0.2455,0.237,NA,50,-0.3,-0.55,0.15,0,2012.5,2,0,0,2
3751,70.8333333333333,180.333333333333,2.83333333333333,22,16.5,3.5,6.6,25.1833333333333,0.101333333333333,0.295166666666667,0.225666666666667,0.278666666666667,0.326666666666667,0.269833333333333,NA,58.1666666666667,0.483333333333333,-5.53333333333333,-2.06666666666667,-0.166666666666667,2009.66666666667,1,0,0,2
3767,26.3333333333333,84,2,11.6666666666667,6,0.666666666666667,6.3,17.1333333333333,0.0773333333333333,0.276666666666667,0.234,0.281333333333333,0.311333333333333,0.266333333333333,NA,53.3333333333333,-0.266666666666667,-3.63333333333333,-1.46666666666667,-0.233333333333333,2008,2,0,0,4
3789,45,143.5,0.5,8.5,10.5,0,2.3,52.6,0.0195,0.651,0.2125,0.2335,0.232,0.2095,NA,20.5,-0.2,-10.1,1.5,-0.45,2009.5,2,0,0,5
3790,66.5714285714286,209.285714285714,5.42857142857143,20.4285714285714,18.5714285714286,5.14285714285714,7.42857142857143,26.2142857142857,0.112,0.243714285714286,0.191571428571429,0.264428571428571,0.303714285714286,0.253714285714286,NA,50.5714285714286,0.771428571428571,-7.18571428571429,2.01428571428571,0.2,2011,1,0,0,2
3806,8,28,0,0,3,0,3.6,25,0.037,0.2,0.148,0.179,0.185,0.166,NA,0,-1.2,-4.5,-0.2,-0.4,2011,2,0,0,3
3812,32.8333333333333,82.1666666666667,0.666666666666667,9.16666666666667,5.83333333333333,0.666666666666667,5.18333333333333,26.3666666666667,0.0783333333333333,0.350333333333333,0.251666666666667,0.2925,0.330166666666667,0.274833333333333,NA,69.1666666666667,-0.233333333333333,-2.75,-0.25,-0.0333333333333333,2013.33333333333,2,0,0,6
3814,23,78,0,5,4,2,5.1,17.9,0.014,0.373,0.301,0.346,0.315,0.291,NA,79,0.7,-1.2,-1.1,0,2011,2,1,1,6
3817,59.25,139.75,0.875,14,11.875,1.625,3.3125,14.8625,0.07225,0.290125,0.262,0.2855,0.334125,0.270875,NA,67.5,0.2875,-3.65,-0.3375,0.0375,2010.875,1,0,0,3
3821,14,15.5,0,0,0,0,10.6,19.55,0.143,0.143,0.143,0.231,0.2855,0.232,NA,33,-0.15,-2.45,0.05,-0.2,2008.5,2,0,0,7
3837,36,90.5,3.5,9.25,11.25,0.75,5.875,30.175,0.14325,0.26325,0.20575,0.25425,0.34925,0.26475,NA,62.25,0.225,-1.825,-1,-0.025,2012.5,5,1,0,6
3856,98.125,379.125,5.25,39.375,35.75,1.25,6.5,7.0625,0.109125,0.289875,0.283,0.33175,0.392,0.318125,NA,93.75,-2.4,-5.5625,-1.6875,0.475,2009.5,0,0,0,1
3868,9,14.5,0,1,0,0,10,20.5,0,0.5315,0.3585,0.4535,0.3585,0.3845,NA,137,0.05,-1,-0.1,-0.05,2008,2,0,0,4
3870,5.5,3.5,0,1,0,0,0,7.15,0,0.1665,0.143,0.143,0.143,0.128,NA,NA,0,-0.25,-0.1,0,2010,0,0,0,4
3882,112.692307692308,408.923076923077,14.6923076923077,51.3846153846154,45.3846153846154,10.9230769230769,9.53076923076923,22.1538461538462,0.188307692307692,0.267153846153846,0.232076923076923,0.310538461538462,0.420538461538462,0.318615384615385,NA,93,2.46153846153846,-0.0384615384615385,-0.446153846153846,1.28461538461538,2012,1,0,0,1
3892,100.384615384615,375.307692307692,11.2307692307692,45.9230769230769,44.2307692307692,4.69230769230769,7.11538461538461,17.8230769230769,0.156769230769231,0.280307692307692,0.250923076923077,0.303846153846154,0.407923076923077,0.307307692307692,NA,91.6923076923077,1.47692307692308,3.03846153846154,-0.976923076923077,1.52307692307692,2015,2,0,0,3
3893,51.8,143.6,1.6,17.8,14.4,6.2,7.9,19.16,0.1524,0.2298,0.1932,0.2626,0.3454,0.2662,NA,57.6,0.98,-4.18,-0.82,-0.04,2009,2,0,0,5
3900,17,35.5,0,4,1.5,0.5,4.15,25.8,0.07,0.296,0.228,0.2565,0.2975,0.2445,NA,44,0.4,-0.65,0.2,0.05,2010.5,3,1,0,5
3909,49,92.6666666666667,1.33333333333333,7,10,0.333333333333333,2.9,18.9,0.0833333333333333,0.267666666666667,0.226333333333333,0.248333333333333,0.309666666666667,0.243,NA,44,-0.366666666666667,-5.93333333333333,-2.6,-0.566666666666667,2009,2,0,0,4
3912,95.8333333333333,263.5,4.5,28.5,27.1666666666667,2.83333333333333,8.53333333333333,18.4833333333333,0.128166666666667,0.321,0.269666666666667,0.335,0.3975,0.320666666666667,NA,93,0.85,-1.58333333333333,1.18333333333333,0.783333333333333,2009.5,2,0,0,3
3917,96.6,359.6,13.2,40,42.2,0.4,5.18,21.7,0.1588,0.3082,0.2628,0.3066,0.4216,0.3196,NA,97.2,-2.16,-3.8,-6.76,0.12,2012,0,0,0,2
3919,60,158,3,22,16,1,4.4,20.3,0.119,0.275,0.231,0.275,0.35,0.276,NA,60,-0.8,-8.6,-5,-0.8,2008,1,0,0,2
3942,5,11,0.5,1.5,2,0,10.55,24.55,0.107,0.091,0.107,0.184,0.2145,0.1745,NA,5,-0.35,-0.65,0.1,-0.05,2006.5,0,0,0,2
3972,26.2,57.6,0.4,3.8,2.8,0.4,13.04,35.92,0.0562,0.188,0.1318,0.2552,0.188,0.2124,NA,31.8,0.12,-3.34,0.76,-0.1,2013,6,1,0,6
3978,87.125,219.75,7.75,27.25,22.25,3.125,7.7875,24.275,0.170625,0.264375,0.224,0.293,0.394625,0.299875,NA,84.625,1.15,-1.275,0.1875,0.6,2013.5,1,0,0,4
4003,31.5,85,2.75,10.75,7.5,0.25,10.75,37.575,0.094,0.1395,0.0955,0.19525,0.1895,0.18375,NA,9.5,0.225,-3.425,0.425,-0.025,2011.75,2,0,0,3
4006,24.75,71.75,0.75,8.25,4.25,0.25,9.85,22.025,0.0845,0.25275,0.196,0.287,0.28025,0.25975,NA,62.25,0.4,-2.6,1.6,0.125,2012.5,5,1,0,6
4016,31.2,92.8,2,7.2,11.4,0.6,5.44,31.16,0.115,0.3034,0.2178,0.267,0.3328,0.2658,NA,66,-0.22,-1.64,-0.78,0.06,2013.6,2,1,0,5
4034,21.2,53.8,1.2,4.6,5.8,0.8,5.42,33.68,0.1772,0.4464,0.2606,0.3146,0.4382,0.3292,NA,99.6,0.42,-0.96,-0.84,-0.02,2010,1,1,1,5
4054,69.5,241.416666666667,1.08333333333333,29.6666666666667,13.75,13.8333333333333,6.675,25.4,0.0578333333333333,0.273583333333333,0.211583333333333,0.263166666666667,0.269416666666667,0.239916666666667,NA,43.5,3,-3.99166666666667,-0.25,0.35,2012.66666666667,2,0,0,4
4062,104.285714285714,421.571428571429,9.07142857142857,58.3571428571429,36.9285714285714,10.6428571428571,10.9785714285714,22.8857142857143,0.135571428571429,0.314571428571429,0.248285714285714,0.337142857142857,0.383857142857143,0.318142857142857,NA,92.3571428571429,2.26428571428571,5.84285714285714,-5.74285714285714,1.39285714285714,2014.5,2,0,0,2
4063,29.4285714285714,90,2.57142857142857,7.85714285714286,10,0.428571428571429,9.92857142857143,28.2142857142857,0.108857142857143,0.246428571428571,0.183,0.271142857142857,0.291857142857143,0.253857142857143,NA,57,0.442857142857143,-2,-2.94285714285714,-0.228571428571429,2014,4,0,0,4
4087,44.4,100.2,1.4,9.4,10.2,0.8,6.84,22.88,0.1268,0.2592,0.2084,0.2708,0.3352,0.2676,NA,65.2,-0.26,-3.62,0.14,-0.02,2010,3,0,0,4
4106,102.142857142857,435.142857142857,9.07142857142857,53.6428571428571,50.9285714285714,8.92857142857143,7.92857142857143,11.6571428571429,0.127571428571429,0.316285714285714,0.291642857142857,0.348857142857143,0.419214285714286,0.333428571428571,NA,109.571428571429,1.11428571428571,10.0857142857143,-5.1,2.03571428571429,2015.5,3,0,0,4
4121,20,54.5,0,4.5,3.5,0,5.1,8.4,0.0735,0.23,0.215,0.2535,0.2885,0.241,NA,47,0.35,-2.45,-0.4,-0.1,2011.5,2,0,0,5
4142,11.6666666666667,21.6666666666667,0,2,2,0.333333333333333,4.33333333333333,16.6333333333333,0.00866666666666667,0.15,0.104,0.174333333333333,0.112666666666667,0.142,NA,-14.6666666666667,0.2,-1.76666666666667,0.533333333333333,-0.0666666666666667,2014,3,1,1,6
4146,65.6666666666667,181.833333333333,3.33333333333333,20.3333333333333,13.5,4.83333333333333,6.08333333333333,19.05,0.107166666666667,0.224,0.1805,0.2325,0.287666666666667,0.227333333333333,NA,39.3333333333333,0.416666666666667,-5.48333333333333,0.533333333333333,0.0833333333333333,2016.16666666667,5,1,0,10
4166,62.2,202.8,4.6,16.8,25.4,0.2,6.4,24.52,0.1376,0.3086,0.2446,0.2956,0.3822,0.294,NA,77,-1.46,-8.02,3.68,0.2,2009.4,1,0,0,1
4177,16,24.6666666666667,0,2.66666666666667,1.33333333333333,0.333333333333333,4.6,26.7,0.119333333333333,0.323,0.228333333333333,0.265666666666667,0.347666666666667,0.268,NA,59,0.166666666666667,-0.666666666666667,0.233333333333333,0.0333333333333333,2011,7,0,0,8
4182,70,192.142857142857,1.42857142857143,19.4285714285714,12.7142857142857,2.57142857142857,6.52857142857143,15.5571428571429,0.0692857142857143,0.298571428571429,0.253285714285714,0.306285714285714,0.322428571428571,0.280571428571429,NA,61.4285714285714,0.114285714285714,-7.84285714285714,1.94285714285714,3.96508223080413e-18,2011.85714285714,0,0,0,3
4191,130.363636363636,541.545454545455,8.18181818181818,62.6363636363636,47.1818181818182,3.09090909090909,8.49090909090909,11.6090909090909,0.104818181818182,0.310636363636364,0.283454545454545,0.350272727272727,0.388363636363636,0.327818181818182,NA,103.272727272727,-2.8,-0.827272727272727,3.73636363636364,2.10909090909091,2012,1,0,0,1
4249,51.2222222222222,94.3333333333333,0.777777777777778,11.6666666666667,7.33333333333333,2.11111111111111,8.21111111111111,14.5444444444444,0.0528888888888889,0.205555555555556,0.183666666666667,0.250888888888889,0.236555555555556,0.223333333333333,NA,35.2222222222222,0.577777777777778,-3.77777777777778,1.74444444444444,0.1,2013.88888888889,3,0,0,3
4295,6.66666666666667,7,0.333333333333333,1.66666666666667,1,0,5.13333333333333,53.1333333333333,0.091,0.133333333333333,0.125666666666667,0.172333333333333,0.216666666666667,0.173,NA,1,0.133333333333333,-0.4,0.166666666666667,0.0333333333333333,2008.66666666667,1,0,0,4
4298,97.25,369,12.1666666666667,36.6666666666667,45.8333333333333,0.75,7.98333333333333,19.925,0.151916666666667,0.2825,0.248166666666667,0.312416666666667,0.400333333333333,0.310583333333333,NA,91.4166666666667,-2.425,-6.15,7.53333333333333,1.45833333333333,2014.5,0,0,0,1
4314,124.4375,531.5,21.375,71.5625,69.125,5,15.1,18.74375,0.2141875,0.331875,0.292,0.403125,0.5060625,0.389875,NA,141.25,-2.275,27.225,-8.96875,3.63125,2014.5,0,0,0,2
4316,121,479.583333333333,11.5,59.1666666666667,61.25,5.66666666666667,6.60833333333333,12.825,0.15575,0.31825,0.294083333333333,0.340833333333333,0.449583333333333,0.33825,NA,109.333333333333,0.291666666666667,7.56666666666667,-5.75,1.75833333333333,2014.33333333333,1,0,0,2
4328,11.6666666666667,30.3333333333333,1,2.66666666666667,2.33333333333333,0,5.13333333333333,35.4333333333333,0.169,0.264,0.182333333333333,0.232,0.351,0.249333333333333,NA,44,0.0333333333333333,-2.76666666666667,-0.166666666666667,-0.2,2009.66666666667,4,0,0,4
4342,54,131.333333333333,4,15.6666666666667,16,0.666666666666667,8.03333333333333,24.7333333333333,0.146,0.329333333333333,0.251333333333333,0.315333333333333,0.397333333333333,0.315,NA,85,0.766666666666667,-1.13333333333333,-3.3,-0.0333333333333333,2009,0,0,0,2
4365,59.1666666666667,144.833333333333,4.83333333333333,14,15.8333333333333,1.83333333333333,9.36666666666667,25.8,0.167,0.26,0.215,0.297166666666667,0.382333333333333,0.296833333333333,NA,88.6666666666667,-0.716666666666667,0.583333333333333,0.366666666666667,0.6,2014.5,2,0,1,5
4390,30.4,86,3.2,8,10.6,0.6,6.6,26.48,0.1998,0.2308,0.2174,0.2758,0.4172,0.2976,NA,77.2,0.2,-1.12,-1.5,0,2008.6,0,0,0,4
4398,9,22,0,2,0,0,13.6,22.7,0,0.077,0.056,0.19,0.056,0.141,NA,-24,-0.3,-3.5,0.2,-0.3,2012,4,1,0,4
4400,87.7777777777778,260.111111111111,4.44444444444444,31.2222222222222,21.5555555555556,6.11111111111111,7.01111111111111,16.0111111111111,0.101555555555556,0.290333333333333,0.243555555555556,0.297222222222222,0.345111111111111,0.283888888888889,NA,78.8888888888889,-0.177777777777778,0.666666666666667,0.111111111111111,0.911111111111111,2010.88888888889,1,0,0,1
4403,30.4545454545455,86.4545454545455,2.81818181818182,6.90909090909091,9.54545454545454,0.0909090909090909,3.84545454545455,20.2272727272727,0.154090909090909,0.311272727272727,0.279545454545455,0.315,0.433909090909091,0.323,NA,103.272727272727,-0.218181818181818,-4.07272727272727,4.42727272727273,0.318181818181818,2015,1,0,0,1
4409,27.75,61.5,1.5,4.75,5.75,0,11.125,30.2,0.16925,0.24075,0.1935,0.2845,0.363,0.284,NA,74.25,0.45,-1.1,-1.125,-0.05,2007.75,2,1,1,5
4418,93.3571428571429,371.142857142857,8.64285714285714,42.1428571428571,42.4285714285714,0.571428571428571,9.79285714285714,20.2714285714286,0.1365,0.257285714285714,0.227214285714286,0.304071428571429,0.363642857142857,0.294428571428571,NA,83.7857142857143,-0.7,0.778571428571428,0.564285714285714,1.40714285714286,2014.64285714286,1,0,0,2
4429,29.75,48.25,1,5.25,3.5,0,5.025,28.7,0.04375,0.295,0.20125,0.25125,0.245,0.22825,NA,32,-0.325,-3.2,0.6,-0.125,2008.5,2,0,0,4
4439,30,34,0,4.5,0,2,4.55,24.95,0,0.136,0.099,0.1605,0.099,0.1245,NA,-37,0.75,-5.3,1.8,-0.25,2006.5,1,0,0,1
4443,33.25,123.5,4.25,15.25,19.5,0.25,5,26.35,0.14025,0.2415,0.19975,0.24325,0.34025,0.254,NA,51.5,-1.225,-3.025,0.775,0.2,2007.75,1,0,0,1
4448,21,39,0,4,2,1,10.3,15.4,0.029,0.214,0.176,0.282,0.206,0.239,NA,45,0.7,-2,-3.1,-0.4,2008,1,0,0,3
4450,45.5,90.75,1.5,9.75,7.25,1.5,7,21.325,0.1345,0.30625,0.2475,0.302,0.382,0.3015,NA,87.5,-0.45,-1.975,-1.1,0,2012.75,1,0,1,6
4464,38.6666666666667,81.5,0.666666666666667,8.66666666666667,4.66666666666667,1.66666666666667,9.73333333333333,21.7166666666667,0.0726666666666667,0.221666666666667,0.176333333333333,0.267,0.248666666666667,0.235833333333333,NA,47.1666666666667,9.25185853854297e-18,-1.01666666666667,-0.883333333333333,0.05,2012.5,1,0,0,6
4467,92.3636363636364,320.090909090909,14.5454545454545,38.0909090909091,43,1,8.24545454545455,27.0454545454545,0.177636363636364,0.263363636363636,0.214090909090909,0.280363636363636,0.391545454545455,0.290454545454545,NA,80.2727272727273,-0.272727272727273,2.1,-4.77272727272727,0.809090909090909,2012,0,1,0,4
4507,42,87,1,11,7.75,1.25,12.6,24.05,0.0955,0.26825,0.2035,0.3085,0.299,0.27675,NA,56.25,0.875,-1.725,-1.625,-0.025,2007.5,1,0,0,2
4511,116.833333333333,446.666666666667,10,54.6666666666667,46.1666666666667,6.33333333333333,8.41666666666667,21.9166666666667,0.143166666666667,0.317833333333333,0.259833333333333,0.324666666666667,0.403166666666667,0.318666666666667,NA,90.3333333333333,0.183333333333333,-2.86666666666667,-6.58333333333333,0.55,2008.5,0,0,0,1
4512,5,11,0,1,0,0,9.1,9.1,0.2,0.333,0.3,0.364,0.5,0.371,NA,125,0.1,0.5,-0.4,0,2006,1,0,0,1
4518,11.5,20.75,0,3,1.75,0.5,10.075,30.15,0.06425,0.304,0.178,0.279,0.24225,0.241,NA,51,0.325,-0.325,0.725,0.1,2012.5,1,0,0,3
4519,41.6666666666667,123.333333333333,1.66666666666667,15.6666666666667,13.3333333333333,1,7.6,13.2333333333333,0.0833333333333333,0.244,0.217333333333333,0.277666666666667,0.300666666666667,0.258333333333333,NA,49.3333333333333,-0.233333333333333,-7.1,-2.46666666666667,-0.533333333333333,2007.33333333333,2,0,0,3
4521,103,294.166666666667,7,37,36.1666666666667,5.16666666666667,9.65,18.25,0.1485,0.314166666666667,0.2715,0.343333333333333,0.420166666666667,0.336,NA,92.1666666666667,-0.833333333333333,-2.98333333333333,-5,0.0833333333333333,2008.5,0,0,0,1
4556,131.181818181818,498.818181818182,9.81818181818182,48,60.8181818181818,3.45454545454545,7.04545454545455,11.5090909090909,0.138,0.304181818181818,0.283909090909091,0.335636363636364,0.421909090909091,0.327545454545455,NA,104.090909090909,-2.33636363636364,-0.545454545454546,-8.91818181818182,0.654545454545455,2011,1,0,0,1
4563,68.8,155.8,3.4,15.2,16.2,0.8,5.84,21.2,0.1308,0.272,0.226,0.27,0.3566,0.2752,NA,67.2,-0.46,-2.28,-2.28,0.04,2008,0,0,0,3
4579,131.083333333333,548.25,11.5,58.1666666666667,56.5,7.41666666666667,5.20833333333333,17.2166666666667,0.134583333333333,0.32125,0.28,0.319333333333333,0.414833333333333,0.31675,NA,96.8333333333333,-1.91666666666667,-4.25833333333333,4.8,1.83333333333333,2015.5,1,0,0,3
4583,42.5,95,0.75,11.5,5,5.25,6.75,21.05,0.04925,0.169,0.1415,0.1975,0.19075,0.179,NA,6.25,1.2,-4.9,2.6,0.075,2010.5,1,0,0,3
4592,16,10.5,0.5,1.5,2.5,0,6.25,35,0.207,0.35,0.2715,0.325,0.4785,0.349,NA,110,-0.1,-0.35,0.7,0.05,2007,0,0,0,1
4603,31,27,0,6,3,1,3.7,44.4,0,0.357,0.2,0.222,0.2,0.192,NA,7,0.4,-2.7,-1,-0.3,2009,3,0,0,3
4611,19,39.4285714285714,0.714285714285714,4.71428571428571,3.42857142857143,1,5.27142857142857,21.9714285714286,0.077,0.112,0.104428571428571,0.158428571428571,0.181428571428571,0.158285714285714,NA,NA,0.357142857142857,-0.671428571428571,-0.685714285714286,-3.96895438142015e-18,2011.71428571429,1,0,0,7
4617,3,3,0,0,0,0,0,33.3,0,0,0,0.333,0,0.247,NA,33,0,-0.3,-0.2,0,2007,0,0,0,1
4623,36,109,2,7,5,2,6.4,30.3,0.081,0.154,0.121,0.193,0.202,0.183,NA,5,-1.9,-14.2,-2.5,-1.4,2012,3,0,0,4
4626,10,24,0,0,0,0,4.2,25,0.045,0.313,0.227,0.261,0.273,0.237,0.175,40,0.1,-1.6,0.4,0,2016,6,2,1,10
4646,42.1666666666667,151.666666666667,3.33333333333333,16.5,15.8333333333333,1.33333333333333,7.91666666666667,21.5833333333333,0.139,0.27,0.224,0.294833333333333,0.363,0.292,NA,78.5,0.483333333333333,-0.7,0.2,0.466666666666667,2009.5,1,0,0,1
4647,1,1,0,0,0,0,0,100,0,0,0,0,0,0,NA,-100,0,-0.3,0,0,2012,0,0,0,2
4652,38,105.25,3.5,8.25,9.75,0,8.675,24.275,0.19575,0.27075,0.23475,0.3035,0.43075,0.3155,NA,94.5,-0.85,-4.275,-0.825,-0.175,2009.25,1,0,0,4
4661,17,63,1,4,4,0,3.2,23.8,0.102,0.25,0.203,0.238,0.305,0.24,NA,42,-0.1,-4.6,-0.7,-0.3,2008,3,0,0,4
4672,55.75,175.75,4.25,16.25,12,4,6.125,30.8,0.145,0.30775,0.22375,0.2745,0.36875,0.28275,NA,75.75,0.35,-3.525,-2.175,-0.025,2014.5,4,0,1,6
4675,57.6,149.2,3.4,17.2,12.2,5.6,7.18,27,0.117,0.2942,0.2214,0.2914,0.3382,0.2788,NA,71,1.68,-2.9,-1.44,0.04,2011,1,1,0,4
4677,80.4285714285714,253,7.14285714285714,28.4285714285714,27.1428571428571,4.28571428571429,7.92857142857143,20.2714285714286,0.156428571428571,0.274,0.237571428571429,0.305571428571429,0.393857142857143,0.308571428571429,NA,88,0.0571428571428572,-0.257142857142857,-4.97142857142857,0.285714285714286,2010,1,0,0,2
4693,76.4285714285714,251.857142857143,3.85714285714286,37.2857142857143,19.4285714285714,7.57142857142857,9.35714285714286,21.9571428571429,0.105857142857143,0.354285714285714,0.274857142857143,0.357285714285714,0.380571428571429,0.329285714285714,NA,99.7142857142857,1.45714285714286,1.61428571428571,-3.1,0.671428571428571,2009,1,0,0,2
4694,36.3333333333333,84,2,8,7.66666666666667,1.33333333333333,4.6,27.5333333333333,0.129,0.342333333333333,0.252,0.294,0.381,0.293333333333333,NA,71.3333333333333,0.166666666666667,-0.9,-2.56666666666667,-0.0666666666666667,2007,1,0,0,2
4704,42.2857142857143,116.571428571429,4.57142857142857,13.8571428571429,15.4285714285714,0.857142857142857,6.54285714285714,29.5142857142857,0.203714285714286,0.292714285714286,0.224857142857143,0.288571428571429,0.428714285714286,0.312142857142857,NA,92.2857142857143,0.371428571428571,-1.31428571428571,0.0428571428571429,0.257142857142857,2010.71428571429,1,0,0,1
4707,31.5,116.25,3.75,11.25,11.5,0.25,10.975,18.6,0.15175,0.25875,0.233,0.318,0.3845,0.313,NA,91.75,-0.4,-2.125,-2.275,-0.05,2010.25,3,0,0,6
4710,4,17,0,0,1,0,0,23.5,0.118,0.154,0.118,0.118,0.235,0.146,NA,-22,-0.2,-2.8,0.4,-0.2,2008,2,0,0,3
4712,107.125,417.875,0.875,50,24.75,26.375,4.8625,10.1,0.052125,0.297125,0.268625,0.306125,0.3205,0.278875,NA,71.625,4.525,-4.525,-0.2,0.9125,2013.5,4,0,0,4
4719,64.2,166.8,3.8,18.6,13.4,4.8,7.82,28.06,0.1436,0.3232,0.2402,0.3042,0.3836,0.3036,NA,89,0.3,-2.02,1.78,0.54,2012.2,0,0,0,3
4720,119.666666666667,480.083333333333,10.8333333333333,53.0833333333333,49.6666666666667,7.75,9.89166666666667,23.2416666666667,0.1205,0.314333333333333,0.248583333333333,0.3335,0.368916666666667,0.3135,NA,97.5833333333333,0.383333333333333,4.46666666666667,1.89166666666667,2.25,2012.5,1,0,0,2
4727,112.272727272727,488.636363636364,9.45454545454546,68.0909090909091,46.5454545454545,31.1818181818182,7.14545454545455,13.4636363636364,0.125090909090909,0.310363636363636,0.279181818181818,0.335818181818182,0.404545454545455,0.324818181818182,NA,98.2727272727273,4.91818181818182,7.13636363636364,2.78181818181818,2.74545454545455,2012,2,0,0,2
4730,54,127.666666666667,1.5,11.5,10,0.833333333333333,4.53333333333333,21.15,0.0956666666666667,0.203,0.1745,0.211333333333333,0.270166666666667,0.211833333333333,NA,25.5,-0.15,-5.43333333333333,-1.01666666666667,-0.233333333333333,2008.5,0,0,0,1
4734,32.5,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,-0.05,0.0166666666666667,0,2012.5,1,0,0,3
4738,5,15,0,1,0,0,0,53.3,0,0.5,0.214,0.214,0.214,0.191,NA,0,0.5,-1.4,-1.2,-0.2,2006,2,0,0,2
4740,20.5,51.5,1,5,6,0,4.7,22.3,0.1425,0.2785,0.2245,0.2685,0.3665,0.2775,NA,70,0.1,-2.2,2.8,0.2,2010,1,0,0,1
